row_index,true_equation,equation_simplified,complexity_multivar,complexity_simplified,eval_std,eval_mean,eval_min_value,eval_max_value,evaluation_error
83,y =  1.7689921778060536 + cos(exp(-0.7938990537862833 * (x / 1.3718476293326343)))                                                                                                                                                                            ,cos(exp(-0.5787078949667997*x)) + 1.7689921778060536,9,6,0.08960231952869326,2.7273645966117566,2.3092944837228897,2.768987474786812,
84,y =  sqrt(sqrt(x) + sqrt(0.8295778186971439 + x))                                                                                                                                                                                                            ,sqrt(sqrt(x) + sqrt(x + 0.8295778186971439)),8,6,0.3595242303676272,2.07452897347394,0.9543697535056523,2.54029723656726,
85,y =  exp(((x * 1.3985029137652467) / 0.5126851665088263) / (cos(x) + sqrt(x * x)))                                                                                                                                                                         ,exp(2.7278006174597804*x/(sqrt(x**2) + cos(x))),14,10,15.023429880129369,20.528344849870027,1.00000000027278,61.023626118647606,
86,y =  ((1.4605158672586926 + (x - cos(x))) / ((x - -0.1828119783857637) - -0.36206856194709985)) + (0.23666773049700854 + x)                                                                                                                                ,x + 0.23666773049700854 + (x - cos(x) + 1.4605158672586926)/(x + 0.54488054033286355),16,10,2.822260049070805,6.449632835343934,1.0818362275171776,11.403071403757293,
87,y =  cos((cos(x) + (0.5391348597403433 * x)) - cos(-0.42588635773391825 * ((-0.25318531804498506 - x) / -0.41920890231855)))                                                                                                                                ,cos(0.5391348597403433*x + cos(x) - cos(1.0159287061377674*x + 0.25721823257452079)),16,11,0.5561323628124203,-0.08713142715136786,-0.9999994998954111,0.9994588890887023,
88,y =  cos(x) + (cos(((x + sqrt(x)) / (x + 0.21563679186382823)) + 0.9629787514614475) - -0.5380652304307814)                                                                                                                                                ,cos(x) + cos((sqrt(x) + x)/(x + 0.21563679186382823) + 0.9629787514614475) + 0.5380652304307814,16,12,0.721943065525939,-0.233415931049353,-1.2177300207429707,2.109104438156233,
89,y =  exp(x) - exp(x)                                                                                                                                                                                                                                         ,0,5,1,0.0,0.0,0.0,0.0,
90,y =  (x * 0.3205903845603514) + sqrt(x)                                                                                                                                                                                                                      ,sqrt(x) + 0.3205903845603514*x,6,4,1.6648056826445432,3.7105893262091922,1.0000032059038457e-05,6.368181505771894,
91,y =  ((x - -0.6585891850676645) + 1.0303302756797466) * -0.33579593416202963                                                                                                                                                                                  ,-0.33579593416202963*x - 0.56713228804610825,7,4,0.9703292094260773,-2.2461119588730463,-3.925091629666405,-0.5671322880796879,
92,y =  ((-0.6342945249818343 * (x / 0.6989395293929418)) * (x + (cos(x) - (x - x)))) - ((sqrt(exp(x)) * -0.2031902293252323) - x)                                                                                                                         ,-0.9075098750427603*x*(x + cos(x)) + x + 0.2031902293252323*sqrt(exp(x)),22,11,16.487606677693748,-18.601939107262275,-42.98022668630021,0.21456887755253234,
93,y =  0.938418131140246 + (-0.42490944021930777 - (x * 0.9796437777694079))                                                                                                                                                                                    ,0.5135086909209382 - 0.9796437777694079*x,7,4,2.830817397400318,-4.384710197975084,-9.28292908677314,0.5135086908229738,
94,y =  x / (1.8280150946438207 * exp(x))                                                                                                                                                                                                                       ,0.54704143468511393*x*exp(-x),6,5,0.06700993104738129,0.05462181510770026,5.4704143463040976e-11,0.2012451965326276,
