true_complexity,true_equation,true_stdev,found_loss,found_equation
26, (cos(x2) - -0.7243215388109041) * (((x2 / x2) / (x2 - (-0.36460770973484463 + log(x2)))) * (exp(x2) - ((x2 * -1.2940167365164297) * (x1 * x2))))                                                                                                          ,217.22049585479937,311.18878105200463, (((x2 * (x2 * cos(cos(0.1508460733182703 - x2) + -1295.346443140844))) + cos(exp(sqrt(x2)))) * (((x1 * 0.3128190894221438) + (x2 / 0.6234976184679087)) + -4.9244697620478775)) + x1
22, (3.143605335757649 + (x5 + x2)) / (0.3915278539985839 / (cos(((x2 * (x5 / -0.0870760247746602)) / exp(x2)) + x5) - log(x4)))                                                                                                                              ,45.53599157428323,291.771778669014, ((((x5 + 2.9080772221288367) + x2) / -0.39032209541120305) * log(x4)) - ((x2 + cos(x2)) * ((0.5550812973550426 * x2) * cos(x5 + sqrt(x2))))
18, ((x1 + -0.2281497263470263) + (sqrt(x3) * (x1 * ((0.6069324861405777 - x3) * x3)))) / cos(cos(x1))                                                                                                                                                        ,810.1756934369623,262.19988687423034, (((log(cos(cos(x1))) + -0.7035183056778187) * ((((x3 - 0.7090107533342048) * x3) * x1) * 1.392217692024458)) * sqrt(x3)) + x1
27, ((x1 * (x1 - x3)) - log(x1)) * (log(sqrt(x2) * x2) - (sqrt(x2 / 1.647898610761255) * ((0.3380510084020324 + x3) + (x1 * x3))))                                                                                                                            ,1201.5985154529787,260.68367642262666, ((x3 - (((x1 - x3) + -0.24541908689172373) * (((sqrt(x2 + 0.1064945599933328) * (((x1 * (x1 - -1.1872217505384395)) * x3) - x1)) - x3) + 1.9287023773165821))) * 0.7619135200741526) + x2
23, ((x2 - sqrt(x1 + (x2 + (x1 * x1)))) / 0.04173508060457441) * ((x1 / 0.3166518029492563) + sqrt(x1 * (x2 + 0.9893218376597746)))                                                                                                                           ,2159.25107462628,257.4965307557506, ((37.06340870384241 / exp(x2 + -1.2867636897879406)) + ((((x1 + (0.9352050077987983 - x2)) * (x1 + 0.28787689808583167)) * (x2 + 42.46493995897729)) * -1.8558275126686872)) + (-25.55483784749252 - x1)
26, exp(((x2 * (cos(x3) * 0.4201233858794133)) + (x1 - -1.2385382992408405)) - (x1 - 0.05317483847086888)) * ((x1 - -0.04498485981320794) - ((cos(x3) * x2) - x3))                                                                                            ,144.49114739196577,252.64626645062827, (0.19611299260698165 * (((cos(x3) * (x3 - x2)) + x1) * (x3 + (exp((cos(x3) + 1.2382572949209165) * sqrt(x2)) - ((2.247133898537092 - x2) * -2.4408010046397752))))) + 17.417567351702388
12, sqrt(exp(x1) * x1) * (cos(x1) + (x1 + x1))                                                                                                                                                                                                                ,2083.073223099514,230.77059591611757, sqrt(exp(((x1 + (cos(x1) * 0.07074063464173205)) - -3.7805373224377896) / 0.752914080183567)) + -42.62673551598904
22, (cos(sqrt(x3 + (1.6754608398587847 + x3))) * ((-1.1897594765923674 + (sqrt(x1) * x3)) - (x2 * -0.29989879516775286))) * sqrt(exp(x3))                                                                                                                     ,202.1212389125373,153.19361806642934, ((((((1.951691483617173 * (x3 - 3.6943925480329747)) * (-2.685828071540661 + exp(cos(-2.1252272529160035 - x3)))) - sqrt(x2)) + -6.209914387085946) * x3) * sqrt(x1)) - x2
28, (((x2 * (x1 * 0.8822283038806086)) + ((x3 / x3) * x3)) - -0.5103270233312914) * (((x2 * x1) * exp(x2 / -1.4497216934968895)) - ((x3 + x3) + 0.28973011788500486))                                                                                         ,296.0272121874678,113.34778985534128, ((x2 + ((x3 * (((x2 * x1) + x3) * -1.7863505296584046)) - (((log(x2) + x1) - cos(x2)) * ((x2 + cos(x2)) - x1)))) - x3) + -0.45861471866235964
19, (((exp(x3) + -0.12616306381744816) - (x4 + 0.030015044238449563)) * (-0.10809170430638036 * cos(sqrt(x2) / exp(x4)))) - 1.3429435542734653                                                                                                                ,424.3454880967447,107.27252077827724, ((exp(((cos(x4) + x3) - (4.090225013285039 / sqrt(sqrt(x2)))) - (x4 + -2.1666125919428265)) - exp(x3)) * 0.10843874312195383) + -0.8809306373080076
22, exp((exp(x1) / ((cos(x2) - (x2 + 0.975117206422572)) - 0.9672177159802201)) + ((cos(x2) + (1.378615004753723 + sqrt(x3))) * 1.2662171708821177))                                                                                                          ,62.88331649225448,98.05824431686884, (x3 / (exp(exp((x1 + -1.7216453416084656) * 0.7937016988977134) - (cos(x2) / 0.826060572222177)) / ((x2 * x3) + (18.662185013309365 - log(x1))))) * 0.47229178730406396
19, exp(log(x4 + (x2 * x1))) * ((cos(x2) - sqrt(x1)) + ((x3 / -1.3646587706285505) - 0.1494997716589463))                                                                                                                                                     ,180.10962208961655,93.2243459844196, (((x1 - 0.36503300265357713) * (((cos(x2) * 1.1490634098064745) + ((-4.7625747974582096 - x3) * 0.7401719708220259)) * x2)) - (x3 * x4)) + x2
15, (x3 + x2) * ((((x3 + 1.2909882620958377) * x2) + (x1 + x3)) - 0.4061091838418741)                                                                                                                                                                         ,501.7515356400394,89.67521470733668, ((((x2 - -0.6533623246525623) * (x3 + x2)) - (x1 * -1.4229299033604188)) * (x3 - -1.6328381702860268)) - 11.369725946166758
23, exp(((x2 / x1) * (0.06738728274588471 * x1)) / ((x1 / x1) / x2)) / (-0.23418332655475355 - ((x1 * sqrt(x1)) / x2))                                                                                                                                        ,245.8871219346533,82.22354854107255, (-1.9636710423904655 - exp(((x2 / 0.7264412539717313) - (sqrt(x1 + 2.3990549881927676) / 0.6734385874847844)) + -3.2728589796190786)) - (x2 / exp(x1 - ((x2 / 1.795816025045517) * 0.5987408326725708)))
27, (cos(-1.4418067370998993 - (cos(x1) + (x2 + x1))) - (((0.2696957963453123 - x2) - exp(x1)) + -0.7553124362865212)) / sqrt((x2 * (x2 / 0.7942734326823521)) + x1)                                                                                          ,862.9714301233795,80.68181614004675, (x1 + sqrt(exp((x1 - (sqrt(sqrt(exp(sqrt(1.5034446823384293 * x2)) + (cos(sqrt(x2 * 4.4618259912556315)) / 0.8511966835919922))) - 0.3921369970421077)) * 1.9352042812482015))) - (x1 * log(x2))
27, (x1 + (x4 + x4)) * (((0.9136444386450021 * x2) * (x3 / 3.4175655889442935)) - ((((x3 - (x4 + 2.2728844392574676)) + 0.17823175094468294) + 2.3493370001964484) * (0.405328353822864 - x1)))                                                               ,447.9110568248624,75.52532635711776, (x1 + (((((x3 - x4) * (x1 + -0.36552364110142427)) + (x2 * (sqrt((x3 * 5.1366418014350055) - -54.67277932213065) + -7.4643664438995785))) * (x4 - (x1 * -0.5202884012691212))) * 1.9213472234072664)) + x1
22, exp(sqrt(x5)) * (log(exp(x2 / (x4 + 1.2480303291007822))) - cos((x2 / (0.12943575134111296 * (0.567965781570136 / x3))) + x5))                                                                                                                            ,17.175866360974506,72.43732439514261, ((x5 + ((sqrt(x5) + 2.2122711035016955) / sqrt(x5))) / ((-0.062335500530979845 - ((x4 + 0.934240246757611) / (x2 + -0.4590563674790937))) / sqrt(x5))) / -1.4444524567202772
15, (sqrt(x2) + exp(-1.3938382096701456 + sqrt(x2))) * ((x4 * x3) * log(x3))                                                                                                                                                                                  ,288.4756760411896,68.67280964040852, ((x3 / 1.2614060901766422) * ((log(x3) * (x4 * (x2 + 0.9292398340421439))) - cos(x2))) - log(x2)
25, (((-0.418781183598005 + (x2 * 0.9505735944188703)) - log(x4)) * cos(((x1 * (x4 - 0.6553308059064616)) * -3.212699421274373) - x4)) * (log(x2) + log(x1))                                                                                                  ,10.24362659357783,68.54644573310964, (log(x1) + ((-0.3990015322903411 - (cos((x1 * -1.8993665634574635) * (((x4 - 0.7548960072635841) / -3.797308292390381) * 6.683825179133663)) * (log(x1) * x2))) + -1.2518395106249451)) + 0.14642164685148804
15, ((0.3850755754421437 * x3) * exp(sqrt(x2) - x1)) / (-0.09373867256287108 / (x2 + x1))                                                                                                                                                                     ,501.2890915847004,68.39411400201044, ((-0.025030146243056793 - ((x1 + x2) * x3)) * ((x2 - -13.817798958321669) * exp(-0.9109803675848998 - x1))) * x2
14, (((x2 + 0.8837196826797421) * sqrt(x1)) / -1.5836242846038588) * sqrt(exp(x1) / x1)                                                                                                                                                                       ,159.43457104491495,67.02937722711361, (x1 * (((((x1 * (x2 - -2.19251965854924)) + -13.604015051017372) * -0.008799209399494851) * x1) * x1)) - 12.796805134484668
22, (x1 - -0.7335398623207013) - (((x1 - -0.8464026884180883) / (((0.7293327389006541 * x1) / x2) - exp(x2 + 1.1424155682285682))) * (x1 / x2))                                                                                                               ,11.051982507921316,65.88757150258556, (((cos(((4.3613329339352305 - (x1 / x2)) / exp(x2)) + 1.279965219505434) * 3.42498977884858) * x1) + (0.05291054969304487 / log(x2 + 0.0929907134094696))) - -1.6887862131210454
26, log(exp((x1 / -0.10374436962103671) - (x2 + -1.2460390651052131)) * x2) * (0.543011475510573 * ((-1.325045177663878 - (x3 - (x3 - cos(x1)))) * (x3 * x1)))                                                                                                ,1238.814253573848,64.62221185306151, (x1 * ((x3 * ((x1 - ((x2 - sqrt(x2)) * -0.09895353949421697)) + -0.04423688375325746)) * ((cos(x1) * 5.243146028057795) + 6.944964427058635))) - -0.3681481045495844
27, ((((x1 + x2) - x1) / ((-0.09899890383621543 / x1) + (cos(x2) + (cos(x1) + -2.138894549549738)))) + ((-0.818148415281106 + x1) / -0.5908096289623692)) * (x1 + x1)                                                                                         ,114.80811408241198,57.73918102414111, ((1.0335727270683326 - x2) - (x1 * ((((exp(exp(cos(x1))) * x2) - 3.8542457600017745) * (exp(exp(cos(x2))) * 0.04498839444332735)) + (x1 * 3.34908810836797)))) + exp(exp(cos(x1)))
24, ((0.31110823490298434 * x1) * ((((x2 - (-1.7075204935392414 - x1)) - -0.6911490010885502) + x1) - x3)) * (x2 * (-1.422371410330202 / (-1.9564698105696243 / sqrt(x1))))                                                                                   ,357.82768168277704,48.61031867692122, ((x2 / 1.3467745546288223) * (((-1.1673065657571169 + x1) * (((x1 * 2.7658136796279837) + -3.750597320317755) - (x3 - (x2 + -0.0749717865516369)))) + 2.8934548079425717)) - (cos(x1) * x2)
22, ((x1 * -0.028605098112695515) / (-1.12733947456255 / cos(x1 + cos(x1)))) * (((-1.1779012612025253 + (-0.7221109749420754 + exp(x1))) - x1) + 0.12856017316506438)                                                                                         ,829.171306013591,43.25118875102402, ((x1 + -8.14400451643563) * ((((((x1 + -7.364113788624576) / (-19.375522421267164 / exp(x1))) - x1) * cos(x1 + 2.797412061907815)) - x1) + 0.954610907691285)) - 1.422137175396992
19, x1 * (((x1 * x1) / (2.189911201366985 / cos((1.2114819663272414 - x4) + -0.20111570724898717))) / exp(-0.08661496242802426 * x5))                                                                                                                         ,204.530951694716,39.96102613566957, (((x1 - 0.7974767364174261) * cos(x4 - 1.0123312514744123)) * (((x1 - 2.377545080322195) * ((x5 + x1) - 3.4370098134771054)) + 9.574112554438333)) / 1.2308100144669134
28, (exp(log(x4)) * ((((-0.19322271284168813 * (-0.06347657605913323 + (x4 + 1.0216496592577171))) - x1) * (1.185619433427879 * x1)) * log(x1))) + log(exp((1.0930170639626924 - x4) + -0.6205805113844312))                                                  ,623.6583564084143,39.47740680085134, ((((0.25966993933027765 + (cos(x4) - ((x4 * x1) / 0.25966993933027765))) * (x1 - (30.95273457386031 / (x4 + 8.500142253827029)))) - x1) - (13.062663761496681 * sqrt(x4))) + (cos(x1) * x4)
21, ((cos(log(x2)) - (log(x4) + x3)) - log(x4)) / (-0.5621544045739191 - (x2 + (x1 - (x4 - x3))))                                                                                                                                                             ,8.716911355244132,30.8373376223733, ((x4 / (x1 * exp(x2 * x2))) / ((x3 - exp(x5)) - -0.012755256518077589)) + (0.05012320726337425 / (-0.1435810889749899 - cos(1.1857601485580112 / x2)))
27, 0.48077111104604214 * ((5.600736679275181 + (x5 + 0.99255596126404)) / (((-0.3928390325324932 - x2) * log(x1 + (x4 - -0.2398609395252388))) / ((x1 * x1) * (-0.9029294516150812 - sqrt(x4)))))                                                            ,122.4972254390929,27.810950255940263, (((x1 / (x2 + 0.3933623812432504)) * (8.882922343612437 + (((x5 - (sqrt(sqrt(x4)) * -4.801659775540419)) + -1.199317650983427) * (x1 - (log(x4) * -0.7270302474912387))))) * 0.49470042892323424) - (x4 + -4.014648307720819)
21, ((((1.17770377446976 - x1) / 2.3639831613295286) - cos(x4)) * (x3 - (x5 * sqrt(x5)))) / exp(cos(x1 + 0.996638759291948))                                                                                                                                  ,43.73513454732944,24.365261043501743, ((((x3 * -0.31178011942906253) + -1.1126014156776687) + x5) * (((x1 - 1.1766009632083818) + (cos(x4) * 2.3767966025622105)) / exp(cos(x1 + 0.9892490609987352)))) * 1.3740477676749858
20, ((0.5267287320127326 * x3) + (1.622651797032333 - (x3 + 1.2136871862710201))) * (x1 * (x5 * log((x5 - -2.169261696943988) + x4)))                                                                                                                         ,167.0692326428157,23.3401241791566, ((x1 * x5) / (((log(x5 + x4) + -2.547392778077682) * 0.03597640767926844) + ((0.3995461545442459 / (x3 - 0.8456565694694327)) * -1.9676541193274075))) + sqrt(x1)
18, exp(log(x3) * sqrt(x2)) - exp(sqrt((x3 + x4) + (x1 * x2)) * 0.22969901281819288)                                                                                                                                                                          ,183.44921726566395,21.491628398054477, (((-1.876265016397192 + exp(((x2 * x3) + 24.62703470703745) / 44.44969156205774)) * (x2 * x3)) + (cos(x3) + x3)) - x2
23, exp(cos(x3) - ((((x1 + 0.21590936899002253) / x3) / x1) - (((x3 / 0.38491379280917454) / -0.6332196573270653) + (x3 + x2)))) / 1.0932988213238868                                                                                                         ,54.151219570889566,21.092002569724887, exp(((-0.2031175548424408 / x3) / x1) - (x3 * ((((log(x3) - 1.1650531451371118) * (x2 + 4.1203157379377595)) + 7.188129148976932) - (cos(x3) / -0.18766832689430807)))) + -0.2230387856807281
27, exp(sqrt(x3)) + (x1 / ((x4 + x1) / (sqrt(exp(x2)) - (-0.3760641855285975 + (((x2 * (x2 / 0.25086337319133556)) / (x2 / x2)) * x3)))))                                                                                                                     ,448.3194440065937,18.622476681236712, ((x3 + x3) + ((x3 + (((((-0.0517346413321265 - x2) * (x3 + -0.5215291817172508)) - 2.2866041519239393) * (x2 * 3.9818322531706083)) + 0.769580799685875)) / ((x4 / x1) + 1.0027434100892967))) - -2.419731444276426
21, ((sqrt(x1) - -0.5338073575813485) * exp(sqrt(x2 + x3))) - (((0.5706366420115935 - log(x2)) - 0.6274063721094909) - (x4 + 0.0699813248114627))                                                                                                             ,50.84285672356472,18.54670517187855, ((x4 + (x3 * (sqrt(x1 * x3) + -1.4018676592076764))) + (((sqrt(x2 * x1) + x3) - 1.0744443365153602) * x2)) + 6.969248279551884
26, (((cos(x1 * (-0.6105186262211098 - x1)) + (0.38926883236168797 + cos(x2))) * (-0.4606041432443448 * sqrt(x1))) + (x1 * x1)) * ((-1.3237280257031656 * x1) + x2)                                                                                           ,259.40836248938683,17.209755297284904, (1.0311564936397999 + (((x1 + ((-0.1618293758452174 * (cos(x2) * x4)) / x4)) * (x2 - (1.3187977723689701 * x1))) * x1)) - (sqrt(x2) - 1.0206552820580614)
9, exp(sqrt((x3 + x2) + (x1 / 1.796444089382479)))                                                                                                                                                                                                           ,24.25227390895393,17.136525565606142, (((sqrt(x3) + x2) * (x3 + x1)) * 0.4825073575267042) + x3
26, ((x3 - x1) + (-1.6114462589067768 + (((x3 * x3) * -0.9267898820665973) - x1))) / (((x2 / x1) + x1) / (x2 + exp(-0.6630320366433701 * x2)))                                                                                                                ,24.936814486319555,17.012005168527182, ((-0.6452148325979479 * ((x3 + (((0.6022376147017809 / exp(x5)) / x2) - x1)) * (x3 + -1.453057688727774))) - (x3 * (((-1.6819075372250376 / exp(x1)) + 0.9317001647699679) * x2))) - 3.3461912114449124
12, log(0.2530649444334089 * x2) * (x1 - sqrt(exp(x3 - x1)))                                                                                                                                                                                                  ,15.645498276262916,15.817636371279823, ((x3 / (sqrt(exp(x1)) / x3)) - 6.044633634962002) * (1.318777796386968 - log(x2))
20, exp(sqrt(x5)) * (log(x1 / 0.5488582240028853) + (cos((cos(x2 - 0.5929439354622126) + x1) + -0.002057394263859432) / 0.16840846225355371))                                                                                                                 ,51.259487542557366,15.703762456262393, (((x5 - exp(-1.5008494890279223 / x5)) * (cos(x1 + cos(0.5931544731778396 - x2)) - (log(x1) * -0.16350681077217086))) / 0.0721587882877247) + x5
28, (((2.75773764339917 * x3) * -1.1674271744138678) + cos(x1 * 0.9335974318755125)) + ((0.8181526545992298 + (x3 + x1)) * ((x2 * x1) / (0.6490835687757276 + sqrt(sqrt(x2 / x1)))))                                                                          ,204.9494029264268,15.27696205475878, ((((x2 * ((((x3 - (log(x2) * 2.132340563046504)) * 0.8306166245074053) - -2.7023172107864775) + x1)) * (x1 / 1.3212729029031882)) - (x3 * (sqrt(x2) + 1.6825665074950455))) + x2) - 5.478189001184148
18, (((((sqrt(x1) / exp(x2)) + 1.1081588306633263) - (x1 * x2)) * log(x1)) + x2) * x1                                                                                                                                                                         ,410.75774282624445,14.668683741575654, ((log(x1) * ((x1 - (x1 * (x1 / 0.9516454089175581))) * x2)) + (x1 * (x1 / exp(x2)))) + x1
19, (x1 * exp(sqrt(x1) + cos(x1 / 1.1226221361137747))) * cos((0.849151055078886 - x1) * (0.9750675999994569 * x1))                                                                                                                                           ,98.18538490932468,13.980452420497656, ((x1 * ((x1 * exp(cos(x1 / -1.1355111342279667))) * cos(-1.4048496856940806 - (x1 * (x1 - 1.2053451594596851))))) / 0.4949827977266123) + 0.4894871753846414
14, (exp(x1) + (x4 - 0.6051935187513243)) / sqrt(exp(x1 * 0.35644852479483746) + x3)                                                                                                                                                                          ,744.9439441344905,13.55347324431077, (exp(x1 * 0.8213313658052699) - sqrt((0.09154572051963274 * x3) * (exp(x1) * x3))) + x3
23, 0.9016994389887723 - (((-1.3449627342232813 + (-1.9734093357336273 + x1)) + log(exp(x1))) / (((x1 + -1.1997983271723944) + log(x1 / x2)) - cos(x2)))                                                                                                      ,4.592034041566093,12.487743090708497, ((-0.0020701208030124048 / cos((x2 / x3) / x1)) + (0.7586432787137135 / cos(0.012012717017154083 / x4))) - (sqrt(0.9126035601773217) + cos(log((x2 / 1.2522014578610103) / x1)))
19, ((-0.9527141152352505 * x1) * (x2 + x3)) - ((x3 / 0.28681680743642923) * (exp(cos(x2 - 0.3200766662509227)) - 1.0430778756174919))                                                                                                                        ,38.95888964820082,10.481277422597476, (((cos(0.33620363374802575 - x2) * (x3 - (cos(x2) * -2.370602418866482))) / -0.24905497935275783) - ((x3 + x2) * x1)) + sqrt(x1)
17, (x2 + (x5 + -0.6496448318659299)) + ((((x2 - x1) + x3) * exp(sqrt(x4))) + 0.4531634210300153)                                                                                                                                                             ,68.79914764806782,10.208530781943129, ((((((x2 - x1) + x3) * x4) / 247.19154080103235) * (sqrt(exp(x4)) + 456.82644124103564)) + x2) + x5
22, (x2 * ((exp(cos(0.8130423741425754 * x5)) + ((sqrt(x2) + x2) * x1)) * cos(x1))) - (log(x1) * x5)                                                                                                                                                          ,265.9799054568036,9.862250461202091, (x2 * (cos(x1) * ((x1 * (sqrt(x2) + x2)) + (exp(exp(0.17621197003020517) / exp(x5)) - -0.23758163766686363)))) - (log(x1) * x5)
27, (((x2 * x1) - 0.6253348440432549) + (0.40498050039467515 - x4)) + (1.4361774977770438 + ((cos(log(((x3 * x2) + 1.6608292325403613) + x4) / 0.07157453733178593) / -1.2734126617485289) * x4))                                                             ,22.318568795551247,8.926256317005238, (((x1 * x2) - x4) + exp(cos(exp(cos(((x2 + x3) - (((x2 * x3) + (x3 * 1.3376256700211013)) / (exp(x2) / 0.5720058713803632))) / 0.5693095236421275))))) + -0.43724072270822767
28, (((x3 + 0.5091397344353485) / sqrt(x2)) * cos((((x2 + x3) - 0.4728390973179704) / 0.35457781499016794) * ((-0.2545772902813124 * x1) / (0.12082588880573239 / (cos(x4) + 1.4794654877966396))))) - x2                                                     ,4.97696536092366,8.905123685905286, (0.014082366337312285 / x1) - (x2 - ((cos((cos(x3) - (x1 * (x2 + (x2 / cos(x1))))) + (3.4019742345318673 / x2)) * ((x3 - 0.6415423207227825) / x2)) * 0.18100843996825605))
14, ((x1 + x3) / cos(sqrt(x1 + x4))) / exp(1.0829032955388451 + x1)                                                                                                                                                                                           ,4.535704892575005,8.481885846097716, ((0.003902712239440988 / (x2 + -1.1060458434668838)) + (0.008240647223132329 / (x4 + -0.8189716103201041))) - (1.3174086019477849 / sqrt(exp(x1)))
26, ((cos(-0.6560659908708266 - (x4 / 0.9627791871709896)) - (0.7152115849413357 * x2)) - -0.323841647004458) * (cos(sqrt(x5) - ((x5 * x2) / 0.14599372467708138)) - cos(log(x1)))                                                                            ,3.571906999123268,8.33705766926297, (cos(log(x1) * -0.956314471684478) * ((0.3756499766792655 * ((cos(0.05733357729219904 / x3) * (x2 + x2)) - cos(log(x1)))) - cos(x4 + (x2 / x3)))) / 1.0723964639376136
25, log(x1) * ((cos(-1.3258558933942965 * x1) / (-0.617958706245977 + (0.05671328623254142 + x2))) + ((0.3110872855586213 * log(x2)) + ((x1 + 0.6328050124556402) * log(x1))))                                                                                ,18.269948841922837,8.165409180183545, -0.05814676002748558 + (((x1 * (0.5948587691186389 * x1)) + (-0.015737331977751883 / ((x2 + 0.9451045404898715) - 1.5161179228397543))) - ((-0.06716836640383482 / x1) - ((-0.06716934739993682 / (log(x2) + 0.6013841280168035)) - 0.015530154497782897)))
29, ((((cos(x1) + x4) - (((x3 - 0.500805649588095) / 1.3103091092454968) - x5)) * exp(sqrt(x5))) * cos(1.4009016402816763 + x1)) - (log(x2) - (-2.0309360929410176 + cos(x1)))                                                                                ,80.49474901910482,7.400848294985433, (((sqrt(x5 + 6.421352945699865) * (x5 * (cos(x1 + 1.3958863637763177) * ((x4 + x5) - ((x3 * 0.7357818506336987) - cos(x1)))))) - x2) / 1.728052435089656) + -0.6395577965579893
26, (-1.1891640702241189 - (cos(x2) + cos(x1))) + (((log(x1) * x1) + (log(x2) * (log(x2) - x2))) * (-0.42548374646063614 + (x2 / -0.4009059058506494)))                                                                                                       ,129.31096765269714,7.372435081296619, ((((x2 * (sqrt(x1 + x2) - 0.5205087045226133)) - -0.5887118644805998) * (((x2 - 0.7111147434686457) * 0.8921844506313175) - x1)) * 2.159742564499392) + (((cos(x1) * x2) - x2) * -0.4483430713511493)
27, cos(sqrt(1.418118302031482 + x4) + 1.3065384479266993) - ((((2.158183074927 + x2) / exp(x1)) - (x5 + 0.061027090797805626)) + (((x4 + x1) * x1) * sqrt(x4)))                                                                                              ,131.49254827437096,7.185724463968101, (((cos(sqrt(x4) * -1.2959248688822456) * -5.765888557015778) - (((x4 - -3.858179318735462) * sqrt(x1)) * (((x1 - -0.3608191202403954) / 0.6274063694853026) - -1.8483236127637388))) - (x1 * -17.874130518294038)) - (3.757708283813644 - x5)
27, (x1 - ((x4 - (x2 - log(x4))) + exp(cos(x3)))) / (((log(x3) * (x3 + -0.21025078123807295)) + ((x2 - x3) / x2)) / 0.6396982298929044)                                                                                                                       ,5.516789945585114,7.173362425838006, (((-0.1320915726741972 / (x2 - sqrt(x3))) / (x3 - 1.3856404848843613)) + ((((x1 - -1.208708862833082) - x4) + 0.772185252872108) / (x3 + (((-0.1571006631097285 / x2) / x2) + 0.760339097568999)))) - -0.1100074424162103
